id,category,creator_id,level,maxUsers,price,title,duration,datetime,creator,description,enrolled_users
104,ABS,974,begginer,22,18.63,A ABS class,2 h ,2023-03-25 18:30:00.530965,benjamin_martin,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability.",[]
105,Zumba,141,advanced,6,13.15,A Zumba class,0 h 45 min,2022-10-30 13:30:00.530965,jermaine_shepherd,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration.",[]
106,Boxing,150,intermediate,6,12.67,A Boxing class,1 h 20 min,2022-08-06 11:00:00.530965,lydia_rangel,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
107,Zumba,407,intermediate,28,15.6,A Zumba class,1 h ,2022-10-22 20:00:00.530965,monica_doyle,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration.",[]
108,Total Body Conditioning,432,all levels,34,14.96,A Total Body Conditioning class,2 h ,2022-09-20 00:00:00.530965,aaron_acevedo,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
109,GAP,198,intermediate,30,13.96,A GAP class,0 h 35 min,2022-08-27 08:30:00.530965,tina_freeman,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique.",[]
110,Pilates,236,begginer,20,3.96,A Pilates class,2 h ,2023-02-13 19:30:00.530965,vanessa_graham,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace.",[]
111,Aerobics,614,intermediate,27,19.42,A Aerobics class,2 h ,2022-11-02 04:30:00.530965,colleen_sherman,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
112,CrossFit,608,advanced,1,15.69,A CrossFit class,1 h 40 min,2023-05-01 05:30:00.530965,william_fischer,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness.",[]
113,Boxing,539,intermediate,1,11.32,A Boxing class,0 h 5 min,2023-03-19 11:00:00.530965,karen_rogers,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
114,Other,16,begginer,45,13.06,A Other class,1 h 30 min,2022-06-15 13:00:00.530965,kenneth_robinson,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
115,Stretching,209,advanced,22,19.76,A Stretching class,0 h 15 min,2022-05-31 12:30:00.530965,robert_murphy,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief.",[]
116,Pilates,119,intermediate,36,14.36,A Pilates class,2 h ,2022-11-29 10:00:00.530965,manuel_thomas,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace.",[]
117,Total Body Conditioning,481,intermediate,34,14.84,A Total Body Conditioning class,0 h 50 min,2023-02-03 04:00:00.530965,austin_nichols,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
118,Stretching,347,advanced,35,13.9,A Stretching class,1 h 50 min,2022-06-25 08:30:00.530965,bryan_miller,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief.",[]
119,Other,244,all levels,22,17.5,A Other class,0 h ,2022-10-22 13:00:00.530965,rachel_cantu,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
120,Body Combat,188,begginer,25,17.45,A Body Combat class,0 h 20 min,2022-10-01 12:30:00.530965,emily_king,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session.",[]
121,Boxing,16,all levels,14,13.0,A Boxing class,0 h 50 min,2022-05-27 22:30:00.530965,kenneth_robinson,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
122,Boxing,936,advanced,48,14.22,A Boxing class,0 h 50 min,2022-07-11 10:30:00.530965,andrea_day,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress.",[]
123,Spinning,746,intermediate,16,9.52,A Spinning class,0 h 5 min,2023-02-13 00:30:00.530965,angela_davis,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
124,Aerobics,155,advanced,14,15.78,A Aerobics class,0 h 50 min,2022-11-26 08:00:00.530965,jesus_hudson,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
125,Body Pump,773,all levels,16,16.12,A Body Pump class,1 h 20 min,2022-10-14 03:30:00.530965,leslie_cook,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident.",[]
126,Spinning,640,begginer,39,14.16,A Spinning class,2 h ,2023-03-31 03:30:00.530965,kyle_morris,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
127,ABS,4,advanced,20,16.25,A ABS class,2 h ,2022-10-19 06:30:00.530965,carlos_vaughn,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability.",[]
128,Aerobics,434,intermediate,13,14.62,A Aerobics class,0 h 5 min,2023-01-19 10:30:00.530965,lee_roth,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout.",[]
129,Total Body Conditioning,54,begginer,4,13.47,A Total Body Conditioning class,2 h ,2023-04-10 08:00:00.530965,krista_gibbs,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
130,ABS,562,all levels,15,17.83,A ABS class,2 h ,2023-01-14 12:30:00.530965,vanessa_bowman,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability.",[]
131,Pilates,926,begginer,9,14.62,A Pilates class,1 h 40 min,2022-12-23 22:00:00.530965,jeremy_alexander,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace.",[]
132,GAP,386,begginer,33,17.72,A GAP class,0 h 30 min,2022-08-02 14:30:00.530965,william_anderson,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique.",[]
133,Other,144,advanced,34,17.61,A Other class,2 h ,2022-06-02 17:00:00.530965,carrie_moody,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
