id,category,creator_id,level,maxUsers,price,title,duration,datetime,creator,description
1105,Spinning,768,intermediate,39,18.86,A Spinning class,2 h ,2024-02-02 20:00:00.562059,katherine_adams,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience."
1106,Barre,63,intermediate,1,20.19,A Barre class,2 h ,2023-11-18 19:00:00.562059,william_gibson,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina."
1107,CrossFit,113,advanced,11,15.24,A CrossFit class,1 h 40 min,2024-03-17 20:00:00.562059,calvin_smith,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness."
1108,Kickboxing,727,all levels,36,14.48,A Kickboxing class,2 h ,2023-10-15 03:00:00.562059,brian_dixon,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment."
1109,Kickboxing,342,intermediate,2,9.57,A Kickboxing class,0 h 5 min,2023-09-13 11:30:00.562059,john_george,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment."
1110,GAP,697,all levels,41,15.54,A GAP class,0 h 20 min,2023-09-05 12:00:00.562059,shari_valdez,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique."
1111,Zumba,204,intermediate,26,14.99,A Zumba class,2 h ,2024-01-25 01:00:00.562059,amber_murphy,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration."
1112,Body Pump,597,advanced,38,12.12,A Body Pump class,2 h ,2023-10-03 11:30:00.562059,susan_johnson,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident."
1113,Boxing,932,advanced,44,13.84,A Boxing class,1 h ,2024-03-16 03:00:00.562059,anita_cherry,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress."
1114,HIIT,923,begginer,7,13.58,A HIIT class,2 h ,2024-05-18 01:30:00.562059,patricia_oneal,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.
1115,Aerobics,200,advanced,6,17.16,A Aerobics class,2 h ,2023-06-11 12:30:00.562059,deborah_powell,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout."
1116,CrossFit,547,all levels,41,18.15,A CrossFit class,2 h ,2024-01-18 01:30:00.562059,thomas_rodriguez,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness."
1117,HIIT,426,all levels,14,11.81,A HIIT class,0 h 10 min,2024-02-21 15:00:00.562059,michael_hayes,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.
1118,ABS,846,all levels,41,13.56,A ABS class,0 h 10 min,2023-12-11 08:00:00.562059,claudia_sanford,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability."
1119,Pilates,90,intermediate,49,13.1,A Pilates class,1 h ,2024-02-12 03:00:00.562059,ryan_branch,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace."
1120,Kickboxing,703,begginer,43,13.56,A Kickboxing class,2 h ,2023-10-13 08:30:00.562059,david_barnett,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment."
1121,Body Combat,970,intermediate,18,17.53,A Body Combat class,2 h ,2023-07-18 20:00:00.562059,shannon_hale,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session."
1122,Spinning,200,all levels,46,19.72,A Spinning class,2 h ,2023-12-06 02:00:00.562059,deborah_powell,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience."
1123,HIIT,197,begginer,20,15.82,A HIIT class,2 h ,2023-11-28 06:30:00.562059,monica_sandoval,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.
1124,Total Body Conditioning,673,advanced,18,14.73,A Total Body Conditioning class,2 h ,2023-11-07 07:00:00.562059,anna_gutierrez,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition."
1125,Kickboxing,597,advanced,22,20.79,A Kickboxing class,2 h ,2024-04-30 15:00:00.562059,susan_johnson,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment."
1126,Personalized,590,advanced,39,14.45,A Personalized class,2 h ,2023-08-17 15:30:00.562059,tiffany_alexander,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1127,Zumba,228,advanced,17,9.27,A Zumba class,0 h 45 min,2023-10-25 02:00:00.562059,rebecca_owen,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration."
1128,Personalized,38,all levels,3,11.85,A Personalized class,1 h 15 min,2024-05-04 20:00:00.562059,david_ibarra,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1129,Body Combat,847,advanced,13,15.26,A Body Combat class,2 h ,2023-10-11 21:00:00.562059,holly_green,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session."
1130,Pilates,933,intermediate,12,17.55,A Pilates class,1 h 25 min,2023-08-29 17:30:00.562059,heather_roy,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace."
1131,Boxing,69,all levels,1,18.98,A Boxing class,0 h 15 min,2024-03-21 11:30:00.562059,nicholas_larson,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress."
1132,Total Body Conditioning,734,advanced,48,14.85,A Total Body Conditioning class,1 h ,2023-09-19 08:00:00.562059,amber_crawford,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition."
1133,Zumba,302,advanced,17,13.79,A Zumba class,0 h 35 min,2023-06-16 18:00:00.562059,trevor_tanner,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration."
1134,Body Combat,190,all levels,36,13.62,A Body Combat class,1 h 30 min,2024-05-09 18:30:00.562059,dr__jessica_hudson,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session."
